movie_name,Country,Release Date,IMDB Rating,Metascore,TomatoMeter,production_budget,domestic_box_office,international_box_office,rating,genre,Total Box Office,ROI
The Artist,"France, Belgium, USA",20 Jan 2012,4.1,18,44%,16000000,44667095,83589617,PG-13,Drama,128256712,801.60%
Moonrise Kingdom,USA,29 Jun 2012,6.2,36,54%,16000000,45512466,23335980,PG-13,Drama,68848446,430.30%
Vamps,USA,02 Nov 2012,6.9,52,38%,16000000,3361,91451,PG-13,Romantic Comedy,94812,0.59%
The Apparition,"USA, Germany",24 Aug 2012,6.5,42,78%,17000000,4936819,5700462,PG-13,Horror,10637281,62.57%
Red Lights,"Spain, Canada",02 Mar 2012,5.6,47,4%,17700000,49521,14469363,R,Thriller/Suspense,14518884,82.03%
Labor Day,USA,31 Jan 2014,7.1,52,4%,18000000,13371528,818282,PG-13,Drama,14189810,78.83%
Won't Back Down,USA,28 Sep 2012,6.1,48,83%,19000000,5310554,434949,PG,Drama,5745503,30.24%
Bad Teacher,USA,24 Jun 2011,6.4,76,84%,19000000,100292856,115156141,R,Comedy,215448997,1133.94%
The Devil's Double,"Belgium, Netherlands",08 Sep 2011,4.9,22,80%,19100000,1361512,4604134,R,Drama,5965646,31.23%
Lockout,"France, USA",13 Apr 2012,3.5,11,17%,20000000,14326865,19616184,PG-13,Thriller/Suspense,33943049,169.72%
A Dangerous Method,"UK, Germany, Canada, USA",10 Nov 2011,7.0,85,18%,20000000,5702083,9105448,R,Drama,14807531,74.04%
The Cold Light of Day,"USA, Spain",07 Sep 2012,7.1,67,38%,20000000,3763583,21597623,PG-13,Thriller/Suspense,25361206,126.81%
Scary Movie V,USA,12 Apr 2013,5.8,67,20%,20000000,32015787,46598194,PG-13,Comedy,78613981,393.07%
Tinker Tailor Soldier Spy,"UK, France, Germany",06 Jan 2012,4.9,38,51%,21000000,24149393,57303418,R,Thriller/Suspense,81452811,387.87%
The Ides of March,USA,07 Oct 2011,6.2,41,79%,23000000,40962534,36773391,R,Drama,77735925,337.98%
Haywire,"Ireland, USA",20 Jan 2012,4.7,45,22%,23000000,18942396,17432304,R,Thriller/Suspense,36374700,158.15%
I Don't Know How She Does It,USA,16 Sep 2011,6.5,39,70%,24000000,9659074,14815389,PG-13,Comedy,24474463,101.98%
Ride Along,USA,17 Jan 2014,6.5,51,18%,25000000,134202565,19531235,PG-13,Comedy,153733800,614.94%
The Lucky One,USA,20 Apr 2012,5.7,39,42%,25000000,60457138,36176695,PG-13,Drama,96633833,386.54%
Contraband,"USA, UK, France",13 Jan 2012,7.2,61,7%,25000000,66528000,31878855,R,Action,98406855,393.63%
The Grey,USA,27 Jan 2012,4.0,22,22%,25000000,51580136,29669040,R,Thriller/Suspense,81249176,325.00%
The Sitter,USA,09 Dec 2011,6.1,42,66%,25000000,30542576,8206828,R,Comedy,38749404,155.00%
Carnage,"France, Germany, Poland, Spain, USA",18 Nov 2011,7.1,50,22%,25000000,2546747,35565407,R,Drama,38112154,152.45%
Ironclad,"UK, Switzerland, USA, Germany",26 Jul 2011,6.4,44,32%,25000000,0,5297411,R,Action,5297411,21.19%
Little White Lies,"France, Belgium",20 Oct 2010,7.3,58,45%,25000000,205505,48325382,Not Rated,Comedy,48530887,194.12%
New Year's Eve,USA,09 Dec 2011,3.5,37,13%,26000000,54544638,92305635,PG-13,Romantic Comedy,146850273,564.81%
The Raven,"USA, Spain, Hungary, Serbia",27 Apr 2012,6.9,50,8%,26000000,16008272,14593529,R,Thriller/Suspense,30601801,117.70%
Lawless,USA,29 Aug 2012,5.7,44,93%,26000000,37397291,16996396,R,Drama,54393687,209.21%
Spy Kids 4-D: All the Time in the World,USA,19 Aug 2011,6.1,49,31%,27000000,38536376,42144807,PG,Adventure,80681183,298.82%
Anonymous,"UK, Germany, USA",28 Oct 2011,6.7,34,51%,27500000,4463292,11352217,PG-13,Thriller/Suspense,15815509,57.51%
Joyful Noise,USA,13 Jan 2012,5.8,37,75%,27500000,30932113,225801,PG-13,Musical,31157914,113.30%
30 Minutes or Less,USA,12 Aug 2011,7.4,84,72%,28000000,37053924,3912792,R,Comedy,40966716,146.31%
Safe Haven,USA,14 Feb 2013,6.8,43,63%,28000000,71399120,22651831,PG-13,Drama,94050951,335.90%
1911,"China, Hong Kong",23 Sep 2011,5.1,56,90%,30000000,135739,8457415,R,Drama,8593154,28.64%
Looper,"USA, China",28 Sep 2012,6.3,65,7%,30000000,66486205,103980200,R,Action,170466405,568.22%
The Vow,"USA, Canada",10 Feb 2012,7.2,65,58%,30000000,125014030,72604130,PG-13,Drama,197618160,658.73%
The Three Stooges,USA,13 Apr 2012,6.2,62,41%,30000000,44338224,9714025,PG,Adventure,54052249,180.17%
Hope Springs,"USA, Canada",08 Aug 2012,6.8,75,36%,30000000,63536011,69549284,PG-13,Romantic Comedy,133085295,443.62%
Lee Daniels' The Butler,USA,16 Aug 2013,5.6,28,43%,30000000,116632095,60393403,PG-13,Drama,177025498,590.08%
The Five-Year Engagement,"USA, Japan",27 Apr 2012,6.5,55,51%,30000000,28700285,32923534,R,Romantic Comedy,61623819,205.41%
Bridesmaids,USA,13 May 2011,6.4,43,74%,32500000,169211718,120420305,R,Comedy,289632023,891.18%
The Big Wedding,USA,26 Apr 2013,6.7,53,40%,32500000,21819348,26606623,R,Romantic Comedy,48425971,149.00%
Safe,USA,27 Apr 2012,6.5,59,69%,33000000,17142080,24353133,R,Action,41495213,125.74%
Step Up Revolution,USA,27 Jul 2012,6.2,59,9%,33000000,35074677,130477613,PG-13,Drama,165552290,501.67%
In Time,USA,28 Oct 2011,6.5,66,12%,35000000,37553932,127550020,PG-13,Thriller/Suspense,165103952,471.73%
J. Edgar,USA,11 Nov 2011,6.2,42,82%,35000000,37306030,47300000,R,Drama,84606030,241.73%
Premium Rush,USA,24 Aug 2012,5.3,37,57%,35000000,20275446,11117755,PG-13,Thriller/Suspense,31393201,89.69%
Parker,USA,25 Jan 2013,5.8,33,87%,35000000,17616641,30926747,R,Thriller/Suspense,48543388,138.70%
Friends with Benefits,USA,22 Jul 2011,6.9,64,36%,35000000,55802754,90793137,R,Romantic Comedy,146595891,418.85%
Trespass,"USA, Bulgaria",21 Oct 2011,8.1,57,0%,35000000,16816,769716,R,Thriller/Suspense,786532,2.25%
There Be Dragons,"Spain, USA, Argentina",25 Mar 2011,6.4,49,81%,36000000,1069334,2951656,PG-13,Drama,4020990,11.17%
Dolphin Tale,"Canada, USA",23 Sep 2011,6.9,74,46%,37000000,72286779,23781945,PG,Drama,96068724,259.65%
The Thing,USA,25 Jun 1982,6.6,47,27%,38000000,16999934,10573144,R,Horror,27573078,72.56%
Riddick,"Canada, USA",06 Sep 2013,5.9,26,37%,38000000,42025135,52738623,R,Action,94763758,249.38%
Frankenweenie,USA,05 Oct 2012,7.6,73,87%,39000000,35287788,45863000,PG,Adventure,81150788,208.08%
The Odd Life of Timothy Green,USA,15 Aug 2012,6.9,46,75%,40000000,51853450,3395709,PG,Drama,55249159,138.12%
A Thousand Words,USA,09 Mar 2012,6.4,45,62%,40000000,18450127,2340359,PG-13,Comedy,20790486,51.98%
The Impossible,"Spain, Thailand, USA",04 Jan 2013,5.7,50,2%,40000000,19019882,150570724,PG-13,Drama,169590606,423.98%
Extremely Loud & Incredibly Close,USA,20 Jan 2012,6.7,N/A,32%,40000000,31847881,23400000,PG-13,Drama,55247881,138.12%
Colombiana,"France, Mexico, USA, UK",26 Aug 2011,6.5,61,41%,40000000,36665854,35629408,PG-13,Thriller/Suspense,72295262,180.74%
The Guilt Trip,USA,19 Dec 2012,5.8,50,84%,40000000,37134215,4160459,PG-13,Comedy,41294674,103.24%
A Monster in Paris,France,12 Oct 2011,5.3,22,95%,40000000,0,27000381,PG,Adventure,27000381,67.50%
Big Miracle,"USA, UK",03 Feb 2012,6.6,40,79%,40000000,20157300,5111380,PG,Drama,25268680,63.17%
Final Destination 5,"USA, Canada",12 Aug 2011,6.4,40,38%,40000000,42587643,112423522,R,Horror,155011165,387.53%
One for the Money,USA,27 Jan 2012,7.2,69,22%,42000000,26414527,9782694,PG-13,Comedy,36197221,86.18%
Man on a Ledge,USA,27 Jan 2012,7.1,75,74%,42000000,18620000,27068337,PG-13,Thriller/Suspense,45688337,108.78%
Here Comes the Boom,USA,12 Oct 2012,7.1,60,16%,42000000,45290318,27948940,PG,Comedy,73239258,174.38%
21 Jump Street,USA,16 Mar 2012,6.3,46,69%,42000000,138447667,64364762,R,Comedy,202812429,482.89%
The Muppets,USA,23 Nov 2011,6.3,45,65%,45000000,88625922,72346000,PG,Adventure,160971922,357.72%
Dredd,"UK, South Africa, USA, India",21 Sep 2012,6.3,61,25%,45000000,13414714,28052892,R,Action,41467606,92.15%
Johnny English Reborn,"UK, France, USA",21 Oct 2011,6.1,23,45%,45000000,8406711,156233690,PG,Adventure,164640401,365.87%
Taken 2,"France, USA, Turkey, UK",05 Oct 2012,6.9,62,59%,45000000,139854287,237953117,PG-13,Thriller/Suspense,377807404,839.57%
Anchorman 2: The Legend Continues,USA,18 Dec 2013,7.1,58,16%,50000000,127352707,44833047,PG-13,Comedy,172185754,344.37%
Hansel & Gretel: Witch Hunters,"USA, Germany",25 Jan 2013,6.3,39,86%,50000000,55703475,159246241,R,Action,214949716,429.90%
Ted,USA,29 Jun 2012,5.7,48,31/100,50000000,218665740,337350887,R,Adventure,556016627,1112.03%
We Bought a Zoo,USA,23 Dec 2011,7.2,57,31%,50000000,75624550,43104523,PG,Drama,118729073,237.46%
The Change-Up,USA,05 Aug 2011,5.7,36,85%,52000000,37243418,38753649,R,Comedy,75997067,146.15%
Bullet to the Head,"USA, India, Switzerland",01 Feb 2013,6.7,73,89%,55000000,9489829,13108140,R,Action,22597969,41.09%
The Equalizer,USA,26 Sep 2014,5.5,31,26%,55000000,101530738,91372886,R,Action,192903624,350.73%
The Watch,USA,27 Jul 2012,6.7,40,89%,55000000,34353000,32777045,R,Comedy,67130045,122.05%
The Pirates! Band of Misfits,"UK, USA",27 Apr 2012,6.7,70,43%,55000000,31051126,105092479,PG,Adventure,136143605,247.53%
That's My Boy,USA,15 Jun 2012,7.0,72,57%,57500000,36931089,21154146,R,Comedy,58085235,101.02%
Gangster Squad,USA,11 Jan 2013,6.3,31,83%,60000000,46000903,58100000,R,Drama,104100903,173.50%
Contagion,"United Arab Emirates, USA",09 Sep 2011,7.3,86,33%,60000000,75658097,61893497,PG-13,Thriller/Suspense,137551594,229.25%
ParaNorman,USA,17 Aug 2012,6.5,46,28%,60000000,56003051,52116611,PG,Adventure,108119662,180.20%
This Means War,USA,17 Feb 2012,6.4,58,43%,65000000,54760791,102213766,PG-13,Romantic Comedy,156974557,241.50%
Lincoln,"USA, India",16 Nov 2012,6.4,46,74%,65000000,182207973,91138308,PG-13,Drama,273346281,420.53%
The Dictator,USA,16 May 2012,6.4,44,46%,65000000,59650222,120498675,R,Comedy,180148897,277.15%
The Lorax,"USA, France",02 Mar 2012,5.9,47,22%,67500000,214030500,136946253,PG,Adventure,350976753,519.97%
Abraham Lincoln: Vampire Hunter,"USA, Russia",22 Jun 2012,7.2,72,45%,67500000,37519139,99970591,R,Horror,137489730,203.69%
Killer Elite,"UK, Australia",23 Sep 2011,6.4,39,3%,70000000,25124986,40284060,R,Action,65409046,93.44%
Rock of Ages,USA,15 Jun 2012,6.0,46,84%,70000000,38518613,22513319,PG-13,Musical,61031932,87.19%
War Horse,"USA, India",25 Dec 2011,6.0,33,12%,70000000,79883359,76932170,PG-13,Drama,156815529,224.02%
Underworld: Awakening,"USA, Canada",20 Jan 2012,5.8,41,33%,70000000,62321039,98058891,R,Action,160379930,229.11%
Immortals,"USA, Canada, UK",11 Nov 2011,3.3,23,92%,75000000,83504017,128058418,R,Action,211562435,282.08%
Sucker Punch,"USA, Canada",25 Mar 2011,7.2,68,53%,75000000,36392502,53365887,R,Action,89758389,119.68%
Journey 2: The Mysterious Island,USA,10 Feb 2012,4.3,24,68%,79000000,103860290,214285872,PG,Adventure,318146162,402.72%
Jack and Jill,USA,11 Nov 2011,6.5,44,50%,79000000,74158157,76361060,PG,Comedy,150519217,190.53%
The Hunger Games,USA,23 Mar 2012,7.1,69,45%,80000000,408010692,269912687,PG-13,Thriller/Suspense,677923379,847.40%
Alvin and the Chipmunks: Chipwrecked,USA,16 Dec 2011,6.7,52,72%,80000000,133107389,215981134,G,Adventure,349088523,436.36%
The Hangover Part II,"USA, Thailand",26 May 2011,6.2,59,26%,80000000,254464305,332000000,R,Comedy,586464305,733.08%
Arthur Christmas,"UK, USA",23 Nov 2011,5.6,46,86%,85000000,46462469,103254655,PG,Adventure,149717124,176.14%
Safe House,"South Africa, Japan, USA",10 Feb 2012,7.1,47,81%,85000000,126181630,82360532,R,Thriller/Suspense,208542162,245.34%
Tower Heist,USA,04 Nov 2011,6.9,63,66%,85000000,78046570,72376376,PG-13,Comedy,150422946,176.97%
Mirror Mirror,"USA, Canada",30 Mar 2012,5.7,35,80%,85000000,64935167,108678315,PG,Adventure,173613482,204.25%
Hotel Transylvania,USA,28 Sep 2012,7.8,71,87%,85000000,148313048,230192764,PG,Adventure,378505812,445.30%
Rio,"USA, Brazil",15 Apr 2011,7.6,68,41%,90000000,143619809,343900000,PG,Adventure,487519809,541.69%
The Three Musketeers,"USA, Germany, France, UK",21 Oct 2011,6.1,50,66%,90000000,20377913,119500000,PG-13,Adventure,139877913,155.42%
Rise of the Planet of the Apes,"USA, UK, Canada",05 Aug 2011,8.4,81,87%,93000000,176760185,294226015,PG-13,Adventure,470986200,506.44%
The Campaign,USA,10 Aug 2012,7.6,46,59%,95000000,86907746,18000000,R,Comedy,104907746,110.43%
The Wolf of Wall Street,USA,25 Dec 2013,7.4,55,77%,100000000,116900694,272969720,R,Black Comedy,389870414,389.87%
Django Unchained,USA,25 Dec 2012,5.4,30,96%,100000000,162805434,287142889,R,Western,449948323,449.95%
Cloud Atlas,"USA, Germany, Hong Kong, Singapore, China",26 Oct 2012,7.5,48,55%,102000000,27108272,103564882,R,Drama,130673154,128.11%
The Smurfs,"USA, Belgium, Canada",29 Jul 2011,7.3,66,25%,110000000,142614158,421135165,PG,Adventure,563749323,512.50%
Life of Pi,"USA, Taiwan, UK, Canada",21 Nov 2012,8.1,85,13%,120000000,124987022,482271612,PG,Drama,607258634,506.05%
Sherlock Holmes: A Game of Shadows,"USA, UK",16 Dec 2011,7.0,64,86%,125000000,186848418,348815025,PG-13,Action,535663443,428.53%
Sherlock Holmes: A Game of Shadows,"USA, UK",16 Dec 2011,6.0,66,32%,125000000,186848418,348815025,PG-13,Action,535663443,428.53%
Fast Five,"USA, Brazil, Japan",29 Apr 2011,6.6,61,74%,125000000,210031325,420132129,PG-13,Action,630163454,504.13%
Harry Potter and the Deathly Hallows: Part 2,"UK, USA",15 Jul 2011,4.9,45,45%,125000000,381193157,960500000,PG-13,Adventure,1341693157,1073.35%
Prometheus,"USA, UK",08 Jun 2012,5.6,25,88%,125000000,126477084,275971181,R,Adventure,402448265,321.96%
The Bourne Legacy,"USA, Japan",10 Aug 2012,6.6,65,80%,125000000,113203870,167152050,PG-13,Thriller/Suspense,280355920,224.28%
R.I.P.D.,USA,19 Jul 2013,5.9,50,77%,130000000,33618855,45457823,PG-13,Action,79076678,60.83%
Puss in Boots,USA,28 Oct 2011,7.2,75,81%,130000000,149260504,405726973,PG,Adventure,554987477,426.91%
The Adventures of Tintin,"USA, New Zealand, UK, France, Australia",21 Dec 2011,6.9,66,35%,130000000,77591831,296402120,PG,Adventure,373993951,287.69%
Happy Feet Two,"Australia, USA",18 Nov 2011,7.4,73,85%,135000000,64006466,93950000,PG,Adventure,157956466,117.00%
Rango,USA,04 Mar 2011,7.0,57,60%,135000000,123477607,122246993,PG,Adventure,245724600,182.02%
Captain America: The First Avenger,USA,22 Jul 2011,7.2,67,49%,140000000,176654505,193915271,PG-13,Action,370569776,264.69%
Mission: Impossible - Ghost Protocol,USA,21 Dec 2011,6.2,55,91%,145000000,209397903,485315327,PG-13,Action,694713230,479.11%
Thor,USA,06 May 2011,7.7,65,93%,150000000,181030624,268295994,PG-13,Action,449326618,299.55%
Kung Fu Panda 2,USA,26 May 2011,7.1,N/A,66%,150000000,165249063,499588484,PG,Adventure,664837547,443.23%
Dark Shadows,"USA, Australia, UK",11 May 2012,6.1,57,35%,150000000,79727149,158475519,PG-13,Black Comedy,238202668,158.80%
X-Men: First Class,"USA, UK",03 Jun 2011,7.9,71,52%,160000000,146408305,209000000,PG-13,Action,355408305,222.13%
Snow White and the Huntsman,"USA, UK",01 Jun 2012,7.0,63,39%,170000000,155136755,245884991,PG-13,Adventure,401021746,235.90%
Edge of Tomorrow,"USA, Canada",06 Jun 2014,6.2,42,57%,178000000,100206256,270335000,PG-13,Action,370541256,208.17%
Hugo,"UK, USA, France",23 Nov 2011,6.2,51,68%,180000000,73864507,106183277,PG,Adventure,180047784,100.03%
World War Z,"USA, UK, Malta",21 Jun 2013,5.5,39,72%,190000000,202359711,329154939,PG-13,Action,531514650,279.74%
Transformers: Dark of the Moon,USA,29 Jun 2011,6.1,57,34%,195000000,352390543,771400000,PG-13,Action,1123790543,576.30%
Jack the Giant Slayer,"UK, USA",01 Mar 2013,6.3,44,91%,195000000,65187603,132500000,PG-13,Adventure,197687603,101.38%
Green Lantern,USA,17 Jun 2011,6.8,58,52%,200000000,116601172,102934320,PG-13,Action,219535492,109.77%
Cars 2,USA,24 Jun 2011,6.9,66,33%,200000000,191450875,368704508,G,Adventure,560155383,280.08%
Oz the Great and Powerful,USA,08 Mar 2013,5.8,41,4%,200000000,234770996,255588055,PG,Adventure,490359051,245.18%
Men in Black 3,"USA, United Arab Emirates",25 May 2012,8.0,69,36%,215000000,179020854,475192631,PG-13,Adventure,654213485,304.29%
The Amazing Spider-Man,USA,03 Jul 2012,6.6,51,66%,220000000,262030663,495859604,PG-13,Adventure,757890267,344.50%
Battleship,"USA, Japan",18 May 2012,6.6,45,56%,220000000,65233400,248244317,PG-13,Action,313477717,142.49%
The Avengers,USA,04 May 2012,5.3,26,97%,225000000,623279547,894656350,PG-13,Action,1517935897,674.64%
John Carter,USA,09 Mar 2012,6.1,38,71%,275000000,73058679,209719421,PG-13,Adventure,282778100,102.83%
Pirates of the Caribbean: On Stranger Tides,"USA, UK",20 May 2011,6.8,60,92%,410600000,241063875,804600000,PG-13,Adventure,1045663875,254.67%
Atlas Shrugged II: The Strike,USA,12 Oct 2012,5.7,54,38%,10000000,3336053,0,PG-13,Drama,3336053,33.36%
The Collection,USA,30 Nov 2012,7.4,76,54%,10000000,6810754,2079340,R,Horror,8890094,88.90%
The Iceman,USA,02 May 2013,7.3,66,76%,10000000,1930282,1693327,R,Drama,3623609,36.24%
Sparkle,USA,17 Aug 2012,7.5,93,45%,10000000,24397469,262854,PG-13,Drama,24660323,246.60%
Mud,USA,10 May 2013,5.3,52,39%,10000000,21590086,9966873,PG-13,Drama,31556959,315.57%
Inside Llewyn Davis,"USA, UK, France",10 Jan 2014,5.9,57,25%,11000000,13248209,19695038,R,Drama,32943247,299.48%
Peeples,USA,10 May 2013,3.6,N/A,64%,11000000,9177065,130101,PG-13,Romantic Comedy,9307166,84.61%
Think Like a Man,USA,20 Apr 2012,5.8,45,85%,12000000,91547205,21826559,PG-13,Romantic Comedy,113373764,944.78%
Katy Perry: Part of Me,USA,05 Jul 2012,5.7,48,73%,12000000,25326071,7374368,PG,Concert/Performance,32700439,272.50%
The Paperboy,USA,17 Oct 2012,5.4,37,78%,12500000,677200,2844953,R,Thriller/Suspense,3522153,28.18%
Admission,USA,22 Mar 2013,6.2,57,57%,13000000,18007317,726349,PG-13,Romantic Comedy,18733666,144.11%
Seven Psychopaths,"UK, USA",12 Oct 2012,7.6,68,68%,13500000,15024049,18011687,R,Comedy,33035736,244.71%
Mama,"Canada, Spain",18 Jan 2013,6.4,51,63%,15000000,71628180,76467386,PG-13,Horror,148095566,987.30%
End of Watch,USA,21 Sep 2012,7.3,68,25%,15000000,41003371,16583235,R,Thriller/Suspense,57586606,383.91%
Killing Them Softly,USA,30 Nov 2012,6.9,54,82%,15000000,14945541,24292902,R,Thriller/Suspense,39238443,261.59%
Snitch,"USA, United Arab Emirates, UK",22 Feb 2013,6.9,61,10%,15000000,42930462,14977272,PG-13,Thriller/Suspense,57907734,386.05%
The Place Beyond the Pines,USA,19 Apr 2013,7.1,66,32%,15000000,21403519,25607930,R,Drama,47011449,313.41%
The Reluctant Fundamentalist,"USA, UK, Qatar",03 May 2013,6.5,57,19%,15000000,528731,0,R,Drama,528731,3.52%
Trance,"UK, USA, France",27 Mar 2013,5.9,40,25%,16000000,2322593,20271459,R,Thriller/Suspense,22594052,141.21%
Pitch Perfect,USA,05 Oct 2012,7.5,73,19%,17000000,65001093,51043254,PG-13,Comedy,116044347,682.61%
Evil Dead,USA,05 Apr 2013,5.0,16,92%,17000000,54239856,43538500,R,Horror,97778356,575.17%
Phantom,USA,01 Mar 2013,7.2,45,46%,18000000,1034589,164921,R,Thriller/Suspense,1199510,6.66%
Rust and Bone,"France, Belgium, Singapore",17 May 2012,4.8,N/A,52%,19500000,2061449,27332185,R,Drama,29393634,150.74%
Chasing Mavericks,USA,26 Oct 2012,4.9,42,93%,20000000,6002756,2298065,PG,Drama,8300821,41.50%
Madea's Witness Protection,USA,29 Jun 2012,6.3,54,50%,20000000,65653242,1297645,PG-13,Comedy,66950887,334.75%
Silver Linings Playbook,USA,25 Dec 2012,6.1,50,82%,21000000,132092958,104319495,R,Drama,236412453,1125.77%
Diary of a Wimpy Kid: Dog Days,"USA, Canada",03 Aug 2012,6.0,36,81%,22000000,49008662,28221033,PG,Adventure,77229695,351.04%
Hit and Run,USA,22 Aug 2012,6.8,51,41%,22000000,13749300,3467655,R,Comedy,17216955,78.26%
Dangerous Liaisons,"USA, UK",24 Feb 1989,6.4,45,81%,24200000,17000,10430579,Not Rated,Drama,10447579,43.17%
Parental Guidance,USA,25 Dec 2012,7.1,75,78%,25000000,77267296,43565087,PG,Adventure,120832383,483.33%
Cirque du Soleil: Worlds Away,USA,21 Dec 2012,6.3,54,38%,25000000,12512862,15500000,PG,Drama,28012862,112.05%
Pain & Gain,USA,26 Apr 2013,6.8,60,28%,26000000,49875291,31400000,R,Action,81275291,312.60%
Side Effects,USA,08 Feb 2013,6.5,39,11%,30000000,32172757,34569381,R,Thriller/Suspense,66742138,222.47%
The Last Stand,USA,18 Jan 2013,7.5,62,20%,30000000,12050299,36280458,R,Action,48330757,161.10%
Warm Bodies,"USA, Canada",01 Feb 2013,7.3,76,22%,30000000,66380662,48740946,PG-13,Romantic Comedy,115121608,383.74%
Dead Man Down,USA,08 Mar 2013,5.9,44,84%,30000000,10895295,8704679,R,Thriller/Suspense,19599974,65.33%
42,USA,12 Apr 2013,6.2,49,7%,31000000,95020213,2450488,PG-13,Drama,97470701,314.42%
Flight,"USA, United Arab Emirates",02 Nov 2012,5.2,30,35%,31000000,93772375,66786063,R,Drama,160558438,517.93%
The Incredible Burt Wonderstone,USA,15 Mar 2013,5.5,43,96%,32000000,22537881,4854728,PG-13,Comedy,27392609,85.60%
Broken City,USA,18 Jan 2013,5.7,41,50%,35000000,19701164,14778881,R,Thriller/Suspense,34480045,98.51%
Alex Cross,"USA, France",19 Oct 2012,7.2,86,10%,35000000,25888412,9538347,PG-13,Thriller/Suspense,35426759,101.22%
Stolen,USA,06 Sep 2012,5.7,32,63%,35000000,289773,17677973,R,Action,17967746,51.34%
What to Expect When You're Expecting,USA,18 May 2012,5.9,35,9%,37500000,41152203,47320813,PG-13,Romantic Comedy,88473016,235.93%
The Master,USA,21 Sep 2012,7.7,86,45%,37500000,16247159,34400257,R,Drama,50647416,135.06%
Paranoia,"USA, India, France",16 Aug 2013,6.5,59,47%,40000000,7388654,8952113,PG-13,Thriller/Suspense,16340767,40.85%
Argo,"USA, UK",12 Oct 2012,6.6,63,51%,44500000,136025503,91115254,R,Thriller/Suspense,227140757,510.43%
Savages,USA,06 Jul 2012,5.9,35,64%,45000000,47323100,35190390,R,Thriller/Suspense,82513490,183.36%
Foodfight!,USA,12 Feb 2013,6.7,49,65%,45000000,0,73706,PG,Adventure,73706,0.16%
Anna Karenina,UK,07 Sep 2012,6.1,52,5%,49000000,12816367,58188260,R,Drama,71004627,144.91%
American Reunion,USA,06 Apr 2012,6.8,58,28%,50000000,56758835,180040376,R,Comedy,236799211,473.60%
Beautiful Creatures,USA,14 Feb 2013,7.0,50,51%,50000000,19452138,40830738,PG-13,Thriller/Suspense,60282876,120.57%
Zero Dark Thirty,"USA, United Arab Emirates",11 Jan 2013,6.7,55,23%,52500000,95720716,38891719,R,Drama,134612435,256.40%
Trouble with the Curve,USA,21 Sep 2012,5.1,30,23%,60000000,35763137,12055776,PG-13,Drama,47818913,79.70%
Jack Reacher,USA,21 Dec 2012,7.3,N/A,8%,60000000,80070736,137300000,PG-13,Drama,217370736,362.28%
2 Guns,USA,02 Aug 2013,5.4,39,28%,61000000,75612460,56880555,R,Action,132493015,217.20%
"I, Frankenstein","USA, Australia",24 Jan 2014,6.7,49,51%,65000000,19075290,55500000,PG-13,Action,74575290,114.73%
Les Miserables,UK,27 Dec 1978,5.3,N/A,14%,65000000,148809770,293359282,PG-13,Musical,442169052,680.26%
Resident Evil: Retribution,"Germany, Canada, USA, France, UK",14 Sep 2012,5.2,37,37%,65000000,42345531,198302098,R,Action,240647629,370.23%
Escape Plan,USA,18 Oct 2013,5.4,19,67%,70000000,25135965,78600000,R,Thriller/Suspense,103735965,148.19%
Walking with Dinosaurs 3D,"UK, Australia, USA",20 Dec 2013,7.3,54,95%,80000000,36076121,87292721,PG,Adventure,123368842,154.21%
Grown Ups 2,USA,12 Jul 2013,5.3,28,53%,80000000,133668525,113355283,PG-13,Comedy,247023808,308.78%
Pompeii,"Canada, Germany, USA, UK",21 Feb 2014,6.6,49,65%,80000000,23169033,85300000,PG-13,Drama,108469033,135.59%
The Secret Life of Walter Mitty,"USA, UK",25 Dec 2013,6.6,51,82%,91000000,58236838,129624345,PG,Adventure,187861183,206.44%
A Good Day to Die Hard,"USA, UK, Hungary",14 Feb 2013,6.6,51,11%,92000000,67349198,236900000,R,Action,304249198,330.71%
Ice Age: Continental Drift,USA,13 Jul 2012,7.7,96,49%,95000000,161321843,718443294,PG,Adventure,879765137,926.07%
The Expendables 2,"USA, Germany, Bulgaria, China",17 Aug 2012,7.0,54,28%,100000000,85028192,226951064,R,Action,311979256,311.98%
Ender's Game,USA,01 Nov 2013,6.6,61,78%,110000000,61737191,66246092,PG-13,Adventure,127983283,116.35%
Gravity,"UK, USA, Mexico",04 Oct 2013,7.5,57,75%,110000000,274092705,419605968,PG-13,Thriller/Suspense,693698673,630.64%
Oblivion,USA,19 Apr 2013,4.8,33,26%,120000000,89107235,198809398,PG-13,Thriller/Suspense,287916633,239.93%
Elysium,"USA, Mexico, Canada",09 Aug 2013,5.5,52,70%,120000000,93050117,193141974,R,Action,286192091,238.49%
Total Recall,"USA, Mexico",01 Jun 1990,5.8,41,87%,125000000,58877969,152978119,PG-13,Action,211856088,169.48%
After Earth,USA,31 May 2013,6.8,60,78%,130000000,60522097,190977568,PG-13,Action,251499665,193.46%
G.I. Joe: Retaliation,USA,28 Mar 2013,5.7,37,84%,140000000,122523060,253217645,PG-13,Action,375740705,268.39%
Madagascar 3: Europe's Most Wanted,USA,08 Jun 2012,7.1,61,92%,145000000,216391482,530529789,PG,Adventure,746921271,515.12%
Rise of the Guardians,USA,21 Nov 2012,7.7,72,80%,145000000,103412758,203488144,PG,Adventure,306900902,211.66%
Wrath of the Titans,"USA, Spain",30 Mar 2012,7.1,69,79%,150000000,83670083,221600000,PG-13,Adventure,305270083,203.51%
